LT Owner,Application,IP,DNS,NetBIOS,QG Host ID,IP Interfaces,Tracking Method,OS,IP Status,QID,UID,Title,Vuln Status,Type,Severity,Port,Protocol,FQDN,SSL,First Detected,Last Detected,Times Detected,Date Last Fixed,CVE ID,Vendor Reference,Bugtraq ID,Impact,Results,Solution
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::1c0f:53ff:feb3:f15f, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::498:f1ff:fef2:6164, fe80::fcda:b4ff:fe29:dcf7",QAGENT,Amazon Linux 2,"host scanned, found vuln",358981,10.63.145.106QAGENT358856,Amazon Linux Security Advisory for kernel : ALAS2KERNEL-5.10-2025-088,Active,Vuln,4,,,,,4/19/2025,12/1/2025,1356,,"CVE-2025-21796, CVE-2025-21722, CVE-2025-21721, CVE-2024-58083, CVE-2025-21756, CVE-2025-21858, CVE-2025-21791, CVE-2025-21753, CVE-2025-21764, CVE-2025-21811, CVE-2024-57977, CVE-2025-21727, CVE-2025-21719, CVE-2025-21767, CVE-2025-21787, CVE-2025-21726, CVE-2025-21731, CVE-2025-21762, CVE-2024-57979, CVE-2024-58069, CVE-2025-21760, CVE-2025-21785, CVE-2025-21728, CVE-2025-21795, CVE-2024-57973, CVE-2025-21700, CVE-2025-21761, CVE-2025-21763, CVE-2022-49390, CVE-2024-26982, CVE-2024-35870, CVE-2025-21926, CVE-2024-57981, CVE-2024-57986, CVE-2024-58005, CVE-2024-58020, CVE-2024-58071, CVE-2024-58090, CVE-2025-21708, CVE-2025-21745, CVE-2025-21772, CVE-2025-21776, CVE-2025-21806, CVE-2025-21814, CVE-2025-21826, CVE-2025-21844, CVE-2025-21846, CVE-2025-21862, CVE-2025-21875, CVE-2025-21877, CVE-2025-21920, CVE-2025-21928, CVE-2025-21922, CVE-2025-21948, CVE-2025-22058",ALAS2KERNEL-5.10-2025-088,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Please refer to Amazon advisory: ALAS2KERNEL-5.10-2025-088 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2025-088.html) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ALAS2KERNEL-5.10-2025-088: amazon linux 2 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2025-088.html)","Package	Installed Version	Required Version
kernel	5.10.147-133.644.amzn2.x86_64	5.10.235-227.919.amzn2
kernel	5.10.147-133.644.amzn2.x86_64	5.10.235-227.919.amzn2#"
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358856,10.63.145.106QAGENT358848,Amazon Linux Security Advisory for python : ALAS2-2025-2816,Fixed,Vuln,4,,,,,2/4/2025,8/31/2025,896,,"CVE-2023-40217, CVE-2007-4559",ALAS2-2025-2816,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
python	2.7.18-1.amzn2.0.5.x86_64	2.7.18-1.amzn2.0.12
python-libs	2.7.18-1.amzn2.0.5.x86_64	2.7.18-1.amzn2.0.12
python	2.7.18-1.amzn2.0.5.x86_64	2.7.18-1.amzn2.0.12
python-devel	2.7.18-1.amzn2.0.5.x86_64	2.7.18-1.amzn2.0.12#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358848,10.63.145.106QAGENT358843,Amazon Linux Security Advisory for python3 : ALAS2-2025-2815,Fixed,Vuln,4,,,,,2/4/2025,8/31/2025,896,,"CVE-2007-4559, CVE-2025-0938, CVE-2024-9287",ALAS2-2025-2815,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
python3	3.7.10-1.amzn2.0.1.x86_64	3.7.16-1.amzn2.0.14
python3-libs	3.7.10-1.amzn2.0.1.x86_64	3.7.16-1.amzn2.0.14
python3	3.7.10-1.amzn2.0.1.x86_64	3.7.16-1.amzn2.0.14#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358843,10.63.145.106QAGENT358834,Amazon Linux Security Advisory for freetype : ALAS2-2025-2806,Fixed,Vuln,4,,,,,2/4/2025,8/31/2025,896,,"CVE-2025-27363, CVE-2025-23022",ALAS2-2025-2806,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
freetype	2.8-14.amzn2.1.x86_64	2.8-14.amzn2.1.4
freetype	2.8-14.amzn2.1.x86_64	2.8-14.amzn2.1.4#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358834,10.63.145.106QAGENT358693,Amazon Linux Security Advisory for python-pip : ALAS2-2025-2814,Fixed,Vuln,4,,,,,2/4/2025,8/31/2025,896,,CVE-2007-4559,ALAS2-2025-2814,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
python3-pip	20.2.2-1.amzn2.0.3.noarch	20.2.2-1.amzn2.0.10#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358693,10.63.145.106QAGENT358468,Amazon Linux Security Advisory for amazon-cloudwatch-agent : ALAS2-2025-2779,Fixed,Vuln,4,,,,,11/3/2025,8/31/2025,1016,,"CVE-2024-34156, CVE-2024-34158, CVE-2024-34155, CVE-2024-45337, CVE-2024-45338",ALAS2-2025-2779,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
amazon-cloudwatch-agent	1.247354.0b251981-1.amzn2.x86_64	1.300052.1-1.amzn2
amazon-cloudwatch-agent	1.247354.0b251981-1.amzn2.x86_64	1.300052.1-1.amzn2#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358468,10.63.145.106QAGENT358465,Amazon Linux Security Advisory for containerd : ALAS2DOCKER-2025-049,Fixed,Vuln,4,,,,,6/2/2025,8/31/2025,1187,,CVE-2024-45337,ALAS2DOCKER-2025-049,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
containerd	1.6.8-1.amzn2.x86_64	1.7.25-1.amzn2.0.1
containerd	1.6.8-1.amzn2.x86_64	1.7.25-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358465,10.63.145.106QAGENT358431,Amazon Linux Security Advisory for containerd : ALAS2ECS-2025-046,Fixed,Vuln,4,,,,,6/2/2025,8/31/2025,1187,,CVE-2024-45337,ALAS2ECS-2025-046,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
containerd	1.6.8-1.amzn2.x86_64	1.7.25-1.amzn2.0.1
containerd	1.6.8-1.amzn2.x86_64	1.7.25-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::1c0f:53ff:feb3:f15f, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::498:f1ff:fef2:6164, fe80::fcda:b4ff:fe29:dcf7",QAGENT,Amazon Linux 2,"host scanned, found vuln",358431,10.63.145.106QAGENT358421,Amazon Linux Security Advisory for kernel : ALAS2KERNEL-5.10-2025-078,Active,Vuln,4,,,,,1/28/2025,12/1/2025,1787,,"CVE-2024-50127, CVE-2024-50150, CVE-2024-50151, CVE-2024-50131, CVE-2024-50230, CVE-2024-50036, CVE-2024-50262, CVE-2024-38538, CVE-2024-41080, CVE-2024-49996, CVE-2024-50264, CVE-2024-50278, CVE-2024-50279, CVE-2024-50301, CVE-2024-53057, CVE-2024-53103, CVE-2024-47674, CVE-2024-50010, CVE-2024-50058, CVE-2024-50072, CVE-2024-50115, CVE-2024-50116, CVE-2024-50134, CVE-2024-50142, CVE-2024-50153, CVE-2024-50194, CVE-2024-50210, CVE-2024-50229, CVE-2024-50251, CVE-2024-50267, CVE-2024-50273, CVE-2024-50299, CVE-2024-50302, CVE-2024-53042, CVE-2024-53052, CVE-2024-53066, CVE-2024-53095, CVE-2024-53097",ALAS2KERNEL-5.10-2025-078,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Please refer to Amazon advisory: ALAS2KERNEL-5.10-2025-078 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2025-078.html) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ALAS2KERNEL-5.10-2025-078: amazon linux 2 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2025-078.html)","Package	Installed Version	Required Version
kernel	5.10.147-133.644.amzn2.x86_64	5.10.230-223.885.amzn2
kernel	5.10.147-133.644.amzn2.x86_64	5.10.230-223.885.amzn2#"
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358421,10.63.145.106QAGENT358098,Amazon Linux Security Advisory for git : ALAS2-2025-2737,Fixed,Vuln,4,,,,,1/28/2025,8/31/2025,1235,,"CVE-2024-50349, CVE-2024-52006",ALAS2-2025-2737,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
git	2.40.1-1.amzn2.0.1.x86_64	2.47.1-1.amzn2.0.2
perl-Git	2.40.1-1.amzn2.0.1.noarch	2.47.1-1.amzn2.0.2
git-core-doc	2.40.1-1.amzn2.0.1.noarch	2.47.1-1.amzn2.0.2
git	2.40.1-1.amzn2.0.1.x86_64	2.47.1-1.amzn2.0.2
git-core	2.40.1-1.amzn2.0.1.x86_64	2.47.1-1.amzn2.0.2#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358098,10.63.145.106QAGENT358066,Amazon Linux Security Advisory for python-setuptools : ALAS2-2024-2641,Fixed,Vuln,4,,,,,4/10/2024,8/31/2025,1946,,CVE-2024-6345,ALAS2-2024-2641,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
python3-setuptools	49.1.3-1.amzn2.0.2.noarch	49.1.3-1.amzn2.0.5#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358066,10.63.145.106QAGENT358052,Amazon Linux Security Advisory for python2-setuptools : ALAS2-2024-2632,Fixed,Vuln,4,,,,,9/27/2024,8/31/2025,1990,,CVE-2024-6345,ALAS2-2024-2632,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
python2-setuptools	41.2.0-4.amzn2.0.2.noarch	41.2.0-4.amzn2.0.4#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSEEP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358052,10.63.145.106QAGENT358039,Amazon Linux Security Advisory for amazon-cloudwatch-agent : ALAS2-2024-2630,Fixed,Vuln,5,,,,,10/9/2024,8/31/2025,2093,,"CVE-2024-6104, CVE-2024-35255, CVE-2024-36129, CVE-2024-41110",ALAS2-2024-2630,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
amazon-cloudwatch-agent	1.247354.0b251981-1.amzn2.x86_64	1.300044.0b793-1
amazon-cloudwatch-agent	1.247354.0b251981-1.amzn2.x86_64	1.300044.0b793-1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSEEP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358039,10.63.145.106QAGENT358038,Amazon Linux Security Advisory for docker : ALAS2ECS-2024-041,Fixed,Vuln,5,,,,,5/9/2024,8/31/2025,2123,,"CVE-2024-23653, CVE-2024-23650, CVE-2023-39326, CVE-2024-24557, CVE-2024-23652",ALAS2ECS-2024-041,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSEEP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358038,10.63.145.106QAGENT358027,Amazon Linux Security Advisory for docker : ALAS2ECS-2024-042,Fixed,Vuln,5,,,,,5/9/2024,8/31/2025,2123,,"CVE-2024-24786, CVE-2023-45289, CVE-2024-29018, CVE-2024-24790, CVE-2024-41110, CVE-2024-36620, CVE-2024-36623",ALAS2ECS-2024-042,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.6-1.amzn2.0.1
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.6-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSEEP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358027,10.63.145.106QAGENT358022,Amazon Linux Security Advisory for docker : ALAS2NITRO-ENCLAVES-2024-045,Fixed,Vuln,5,,,,,3/9/2024,8/31/2025,2132,,"CVE-2023-39326, CVE-2024-23650, CVE-2024-23653, CVE-2024-23652, CVE-2024-24557",ALAS2NITRO-ENCLAVES-2024-045,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSEEP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",358022,10.63.145.106QAGENT357963,Amazon Linux Security Advisory for docker : ALAS2DOCKER-2024-044,Fixed,Vuln,5,,,,,3/9/2024,8/31/2025,2132,,"CVE-2023-39326, CVE-2024-23650, CVE-2024-23653, CVE-2024-23652, CVE-2024-24557",ALAS2DOCKER-2024-044,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.3-1.amzn2.0.1#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::1c0f:53ff:feb3:f15f, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::498:f1ff:fef2:6164, fe80::fcda:b4ff:fe29:dcf7",QAGENT,Amazon Linux 2,"host scanned, found vuln",357963,10.63.145.106QAGENT357932,Amazon Linux Security Advisory for kernel : ALAS2KERNEL-5.10-2024-065,Active,Vuln,4,,,,,8/16/2024,12/1/2025,2793,,"CVE-2024-33621, CVE-2024-38662, CVE-2024-39480, CVE-2024-36489, CVE-2024-37356, CVE-2024-37353, CVE-2024-36270, CVE-2024-31076, CVE-2024-27019, CVE-2024-36286, CVE-2024-36016, CVE-2024-36971, CVE-2024-38555, CVE-2024-38583, CVE-2024-38598, CVE-2024-38612",ALAS2KERNEL-5.10-2024-065,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Please refer to Amazon advisory: ALAS2KERNEL-5.10-2024-065 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2024-065.html) for affected packages and patching details, or update with your package manager.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ALAS2KERNEL-5.10-2024-065: amazon linux 2 (https://alas.aws.amazon.com/AL2/ALASKERNEL-5.10-2024-065.html)","Package	Installed Version	Required Version
kernel	5.10.147-133.644.amzn2.x86_64	5.10.219-208.866.amzn2
kernel	5.10.147-133.644.amzn2.x86_64	5.10.219-208.866.amzn2#"
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",357932,10.63.145.106QAGENT357879,Amazon Linux Security Advisory for Open Secure Sockets Layer (OpenSSL) : ALAS2-2024-2604,Fixed,Vuln,4,,,,,8/15/2024,8/31/2025,2253,,CVE-2024-5535,ALAS2-2024-2604,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
openssl	1.0.2k-24.amzn2.0.4.x86_64	1.0.2k-24.amzn2.0.13
openssl	1.0.2k-24.amzn2.0.4.x86_64	1.0.2k-24.amzn2.0.13
openssl-libs	1.0.2k-24.amzn2.0.4.x86_64	1.0.2k-24.amzn2.0.13#",
Thomas Jung,Smartmart,10.63.145.106,deawilsmjp0001.syngentaaws.org,DEAWIWSPLP0001,2440f79e-21a2-4fa1-b642-b0875736fa4f,"10.63.145.106, 172.17.0.1, 172.18.0.1, 172.19.0.1, 172.21.0.1, 172.24.0.1, fe80::409:ebff:feed:27a4, fe80::42:3eff:fe9b:dfb1, fe80::42:d2ff:fe4b:3478, fe80::42:f3ff:fefb:7ce2, fe80::42:fdff:fe3e:8d81, fe80::880a:5fff:fe44:6499, fe80::9ce6:b6ff:fe16:1637, fe80::f0fc:d0ff:fec5:6ab6",QAGENT,Amazon Linux 2,"host scanned, found vuln",357879,10.63.145.106QAGENT357877,Amazon Linux Security Advisory for docker : ALAS2DOCKER-2024-040,Fixed,Vuln,5,,,,,2/8/2024,8/31/2025,2326,,"CVE-2024-41110, CVE-2024-24786, CVE-2024-29018, CVE-2024-36620, CVE-2024-36623",ALAS2DOCKER-2024-040,,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.","Package	Installed Version	Required Version
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.6-1.amzn2.0.1
docker	20.10.25-1.amzn2.0.3.x86_64	25.0.6-1.amzn2.0.1#",
